City,Countries,Country,Date,Observation,Opponent,Round,Stadium,Team,Time,Year,Game #,Opponent G,Team G
Milan,Colombia,Italy,19-06-1990,,Colombia,Group D,Giuseppe Meazza,Germany FR, 17:00,1990,439,1,1
Milan,Germany FR,Italy,19-06-1990,,Germany FR,Group D,Giuseppe Meazza,Colombia, 17:00,1990,439,1,1
Bologna,Yugoslavia,Italy,19-06-1990,,United Arab Emirates,Group D,Renato Dall Ara,Yugoslavia, 17:00,1990,440,1,4
Bologna,Yugoslavia,Italy,19-06-1990,,Yugoslavia,Group D,Renato Dall Ara,United Arab Emirates, 17:00,1990,440,4,1
Rome,Italy,Italy,19-06-1990,,Czechoslovakia,Group A,Stadio Olimpico,Italy, 21:00,1990,441,0,2
Rome,Italy,Italy,19-06-1990,,Italy,Group A,Stadio Olimpico,Czechoslovakia, 21:00,1990,441,2,0
Florence,Austria,Italy,19-06-1990,,USA,Group A,Comunale,Austria, 21:00,1990,442,1,2
Florence,Austria,Italy,19-06-1990,,Austria,Group A,Comunale,USA, 21:00,1990,442,2,1
Turin,Brazil,Italy,20-06-1990,,Scotland,Group C,Stadio delle Alpi,Brazil, 21:00,1990,443,0,1
Turin,Brazil,Italy,20-06-1990,,Brazil,Group C,Stadio delle Alpi,Scotland, 21:00,1990,443,1,0
Genoa,Costa Rica,Italy,20-06-1990,,Costa Rica,Group C,Luigi Ferraris,Sweden, 21:00,1990,444,2,1
Genoa,Costa Rica,Italy,20-06-1990,,Sweden,Group C,Luigi Ferraris,Costa Rica, 21:00,1990,444,1,2
Udine,Uruguay,Italy,21-06-1990,,Uruguay,Group E,Friuli,Korea Republic, 17:00,1990,445,1,0
Udine,Uruguay,Italy,21-06-1990,,Korea Republic,Group E,Friuli,Uruguay, 17:00,1990,445,0,1
Verona,Spain,Italy,21-06-1990,,Spain,Group E,Marc Antonio Bentegodi,Belgium, 17:00,1990,446,2,1
Verona,Spain,Italy,21-06-1990,,Belgium,Group E,Marc Antonio Bentegodi,Spain, 17:00,1990,446,1,2
Palermo,Netherlands,Italy,21-06-1990,,Netherlands,Group F,Della Favorita,Republic of Ireland, 21:00,1990,447,1,1
Palermo,Republic of Ireland,Italy,21-06-1990,,Republic of Ireland,Group F,Della Favorita,Netherlands, 21:00,1990,447,1,1
Cagliari,England,Italy,21-06-1990,,Egypt,Group F,Sant Elia,England, 21:00,1990,448,0,1
Cagliari,England,Italy,21-06-1990,,England,Group F,Sant Elia,Egypt, 21:00,1990,448,1,0
Naples,Cameroon,Italy,23-06-1990,Cameroon win after extra time,Colombia,Round of 16,San Paolo,Cameroon, 17:00,1990,449,1,2
Naples,Cameroon,Italy,23-06-1990,Cameroon win after extra time,Cameroon,Round of 16,San Paolo,Colombia, 17:00,1990,449,2,1
Bari,Czechoslovakia,Italy,23-06-1990,,Costa Rica,Round of 16,Stadio San Nicola,Czechoslovakia, 21:00,1990,450,1,4
Bari,Czechoslovakia,Italy,23-06-1990,,Czechoslovakia,Round of 16,Stadio San Nicola,Costa Rica, 21:00,1990,450,4,1
Turin,Argentina,Italy,24-06-1990,,Argentina,Round of 16,Stadio delle Alpi,Brazil, 17:00,1990,451,1,0
Turin,Argentina,Italy,24-06-1990,,Brazil,Round of 16,Stadio delle Alpi,Argentina, 17:00,1990,451,0,1
Milan,Germany FR,Italy,24-06-1990,,Netherlands,Round of 16,Giuseppe Meazza,Germany FR, 21:00,1990,452,1,2
Milan,Germany FR,Italy,24-06-1990,,Germany FR,Round of 16,Giuseppe Meazza,Netherlands, 21:00,1990,452,2,1
Genoa,Romania,Italy,25-06-1990,Republic of Ireland win on penalties (5 - 4),Romania,Round of 16,Luigi Ferraris,Republic of Ireland, 17:00,1990,453,0,0
Genoa,Republic of Ireland,Italy,25-06-1990,Republic of Ireland win on penalties (5 - 4),Republic of Ireland,Round of 16,Luigi Ferraris,Romania, 17:00,1990,453,0,0
Rome,Italy,Italy,25-06-1990,,Uruguay,Round of 16,Stadio Olimpico,Italy, 21:00,1990,454,0,2
Rome,Italy,Italy,25-06-1990,,Italy,Round of 16,Stadio Olimpico,Uruguay, 21:00,1990,454,2,0
Verona,Yugoslavia,Italy,26-06-1990,Yugoslavia win after extra time,Yugoslavia,Round of 16,Marc Antonio Bentegodi,Spain, 17:00,1990,455,2,1
Verona,Yugoslavia,Italy,26-06-1990,Yugoslavia win after extra time,Spain,Round of 16,Marc Antonio Bentegodi,Yugoslavia, 17:00,1990,455,1,2
Bologna,England,Italy,26-06-1990,England win after extra time,Belgium,Round of 16,Renato Dall Ara,England, 21:00,1990,456,0,1
Bologna,England,Italy,26-06-1990,England win after extra time,England,Round of 16,Renato Dall Ara,Belgium, 21:00,1990,456,1,0
Florence,Argentina,Italy,30-06-1990, win on penalties (2 - 3),Argentina,Quarter-finals,Comunale,Yugoslavia, 17:00,1990,457,0,0
Florence,Yugoslavia,Italy,30-06-1990, win on penalties (2 - 3),Yugoslavia,Quarter-finals,Comunale,Argentina, 17:00,1990,457,0,0
Rome,Italy,Italy,30-06-1990,,Republic of Ireland,Quarter-finals,Stadio Olimpico,Italy, 21:00,1990,458,0,1
Rome,Italy,Italy,30-06-1990,,Italy,Quarter-finals,Stadio Olimpico,Republic of Ireland, 21:00,1990,458,1,0
Milan,Germany FR,Italy,01-07-1990,,Czechoslovakia,Quarter-finals,Giuseppe Meazza,Germany FR, 17:00,1990,459,0,1
Milan,Germany FR,Italy,01-07-1990,,Germany FR,Quarter-finals,Giuseppe Meazza,Czechoslovakia, 17:00,1990,459,1,0
Naples,England,Italy,01-07-1990,England win after extra time,Cameroon,Quarter-finals,San Paolo,England, 21:00,1990,460,2,3
Naples,England,Italy,01-07-1990,England win after extra time,England,Quarter-finals,San Paolo,Cameroon, 21:00,1990,460,3,2
Naples,Argentina,Italy,03-07-1990, win on penalties (3 - 4),Argentina,Semi-finals,San Paolo,Italy, 20:00,1990,461,1,1
Naples,Italy,Italy,03-07-1990, win on penalties (3 - 4),Italy,Semi-finals,San Paolo,Argentina, 20:00,1990,461,1,1
Turin,England,Italy,04-07-1990, win on penalties (4 - 3),England,Semi-finals,Stadio delle Alpi,Germany FR, 20:00,1990,462,1,1
Turin,Germany FR,Italy,04-07-1990, win on penalties (4 - 3),Germany FR,Semi-finals,Stadio delle Alpi,England, 20:00,1990,462,1,1
Bari,Italy,Italy,07-07-1990,,England,Match for third place,Stadio San Nicola,Italy, 20:00,1990,463,1,2
Bari,Italy,Italy,07-07-1990,,Italy,Match for third place,Stadio San Nicola,England, 20:00,1990,463,2,1
Rome,Germany FR,Italy,08-07-1990,,Argentina,Final,Stadio Olimpico,Germany FR, 20:00,1990,464,0,1
Rome,Germany FR,Italy,08-07-1990,,Germany FR,Final,Stadio Olimpico,Argentina, 20:00,1990,464,1,0
Dallas,Korea Republic,USA,17-06-1994,,Korea Republic,Group C,Cotton Bowl,Spain, 19:30,1994,465,2,2
Dallas,Spain,USA,17-06-1994,,Spain,Group C,Cotton Bowl,Korea Republic, 19:30,1994,465,2,2
Chicago,Germany,USA,17-06-1994,,Bolivia,Group C,Soldier Field,Germany, 15:00,1994,466,0,1
Chicago,Germany,USA,17-06-1994,,Germany,Group C,Soldier Field,Bolivia, 15:00,1994,466,1,0
Detroit,Switzerland,USA,18-06-1994,,Switzerland,Group A,Pontiac Silverdome,USA, 11:30,1994,467,1,1
Detroit,USA,USA,18-06-1994,,USA,Group A,Pontiac Silverdome,Switzerland, 11:30,1994,467,1,1
New York/New Jersey,Republic of Ireland,USA,18-06-1994,,Republic of Ireland,Group E,Giants Stadium,Italy, 16:00,1994,468,1,0
New York/New Jersey,Republic of Ireland,USA,18-06-1994,,Italy,Group E,Giants Stadium,Republic of Ireland, 16:00,1994,468,0,1
Los Angeles,Romania,USA,18-06-1994,,Romania,Group A,Rose Bowl,Colombia, 19:30,1994,469,3,1
Los Angeles,Romania,USA,18-06-1994,,Colombia,Group A,Rose Bowl,Romania, 19:30,1994,469,1,3
Orlando,Belgium,USA,19-06-1994,,Morocco,Group F,Citrus Bowl,Belgium, 12:30,1994,470,0,1
Orlando,Belgium,USA,19-06-1994,,Belgium,Group F,Citrus Bowl,Morocco, 12:30,1994,470,1,0
Washington Dc,Norway,USA,19-06-1994,,Mexico,Group E,RFK Stadium,Norway, 16:00,1994,471,0,1
Washington Dc,Norway,USA,19-06-1994,,Norway,Group E,RFK Stadium,Mexico, 16:00,1994,471,1,0
Los Angeles,Sweden,USA,19-06-1994,,Sweden,Group B,Rose Bowl,Cameroon, 19:30,1994,472,2,2
Los Angeles,Cameroon,USA,19-06-1994,,Cameroon,Group B,Rose Bowl,Sweden, 19:30,1994,472,2,2
Washington Dc,Netherlands,USA,20-06-1994,,Saudi Arabia,Group F,RFK Stadium,Netherlands, 19:30,1994,473,1,2
Washington Dc,Netherlands,USA,20-06-1994,,Netherlands,Group F,RFK Stadium,Saudi Arabia, 19:30,1994,473,2,1
San Francisco,Brazil,USA,20-06-1994,,Russia,Group B,Stanford Stadium,Brazil, 16:00,1994,474,0,2
San Francisco,Brazil,USA,20-06-1994,,Brazil,Group B,Stanford Stadium,Russia, 16:00,1994,474,2,0
Boston,Argentina,USA,21-06-1994,,Greece,Group D,Foxboro Stadium,Argentina, 12:30,1994,475,0,4
Boston,Argentina,USA,21-06-1994,,Argentina,Group D,Foxboro Stadium,Greece, 12:30,1994,475,4,0
Dallas,Nigeria,USA,21-06-1994,,Bulgaria,Group D,Cotton Bowl,Nigeria, 19:30,1994,476,0,3
Dallas,Nigeria,USA,21-06-1994,,Nigeria,Group D,Cotton Bowl,Bulgaria, 19:30,1994,476,3,0
Chicago,Spain,USA,21-06-1994,,Spain,Group C,Soldier Field,Germany, 16:00,1994,477,1,1
Chicago,Germany,USA,21-06-1994,,Germany,Group C,Soldier Field,Spain, 16:00,1994,477,1,1
Detroit,Switzerland,USA,22-06-1994,,Switzerland,Group A,Pontiac Silverdome,Romania, 16:00,1994,478,4,1
Detroit,Switzerland,USA,22-06-1994,,Romania,Group A,Pontiac Silverdome,Switzerland, 16:00,1994,478,1,4
Los Angeles,USA,USA,22-06-1994,,Colombia,Group A,Rose Bowl,USA, 19:30,1994,479,1,2
Los Angeles,USA,USA,22-06-1994,,USA,Group A,Rose Bowl,Colombia, 19:30,1994,479,2,1
New York/New Jersey,Italy,USA,23-06-1994,,Norway,Group E,Giants Stadium,Italy, 16:00,1994,480,0,1
New York/New Jersey,Italy,USA,23-06-1994,,Italy,Group E,Giants Stadium,Norway, 16:00,1994,480,1,0
Boston,Bolivia,USA,23-06-1994,,Bolivia,Group C,Foxboro Stadium,Korea Republic, 19:30,1994,481,0,0
Boston,Korea Republic,USA,23-06-1994,,Korea Republic,Group C,Foxboro Stadium,Bolivia, 19:30,1994,481,0,0
Orlando,Mexico,USA,24-06-1994,,Republic of Ireland,Group E,Citrus Bowl,Mexico, 12:30,1994,482,1,2
Orlando,Mexico,USA,24-06-1994,,Mexico,Group E,Citrus Bowl,Republic of Ireland, 12:30,1994,482,2,1
Detroit,Sweden,USA,24-06-1994,,Russia,Group B,Pontiac Silverdome,Sweden, 19:30,1994,483,1,3
Detroit,Sweden,USA,24-06-1994,,Sweden,Group B,Pontiac Silverdome,Russia, 19:30,1994,483,3,1
San Francisco,Brazil,USA,24-06-1994,,Cameroon,Group B,Stanford Stadium,Brazil, 16:00,1994,484,0,3
San Francisco,Brazil,USA,24-06-1994,,Brazil,Group B,Stanford Stadium,Cameroon, 16:00,1994,484,3,0
Orlando,Belgium,USA,25-06-1994,,Netherlands,Group F,Citrus Bowl,Belgium, 12:30,1994,485,0,1
Orlando,Belgium,USA,25-06-1994,,Belgium,Group F,Citrus Bowl,Netherlands, 12:30,1994,485,1,0
New York/New Jersey,Saudi Arabia,USA,25-06-1994,,Morocco,Group F,Giants Stadium,Saudi Arabia, 12:30,1994,486,1,2
New York/New Jersey,Saudi Arabia,USA,25-06-1994,,Saudi Arabia,Group F,Giants Stadium,Morocco, 12:30,1994,486,2,1
Boston,Argentina,USA,25-06-1994,,Nigeria,Group D,Foxboro Stadium,Argentina, 16:00,1994,487,1,2
Boston,Argentina,USA,25-06-1994,,Argentina,Group D,Foxboro Stadium,Nigeria, 16:00,1994,487,2,1
Chicago,Bulgaria,USA,26-06-1994,,Greece,Group D,Soldier Field,Bulgaria, 12:30,1994,488,0,4
Chicago,Bulgaria,USA,26-06-1994,,Bulgaria,Group D,Soldier Field,Greece, 12:30,1994,488,4,0
Los Angeles,Romania,USA,26-06-1994,,Romania,Group A,Rose Bowl,USA, 16:00,1994,489,1,0
Los Angeles,Romania,USA,26-06-1994,,USA,Group A,Rose Bowl,Romania, 16:00,1994,489,0,1
San Francisco,Colombia,USA,26-06-1994,,Colombia,Group A,Stanford Stadium,Switzerland, 16:00,1994,490,2,0
San Francisco,Colombia,USA,26-06-1994,,Switzerland,Group A,Stanford Stadium,Colombia, 16:00,1994,490,0,2
Dallas,Germany,USA,27-06-1994,,Korea Republic,Group C,Cotton Bowl,Germany, 16:00,1994,491,2,3
Dallas,Germany,USA,27-06-1994,,Germany,Group C,Cotton Bowl,Korea Republic, 16:00,1994,491,3,2
Chicago,Spain,USA,27-06-1994,,Spain,Group C,Soldier Field,Bolivia, 16:00,1994,492,3,1
Chicago,Spain,USA,27-06-1994,,Bolivia,Group C,Soldier Field,Spain, 16:00,1994,492,1,3
New York/New Jersey,Norway,USA,28-06-1994,,Norway,Group E,Giants Stadium,Republic of Ireland, 12:30,1994,493,0,0
New York/New Jersey,Republic of Ireland,USA,28-06-1994,,Republic of Ireland,Group E,Giants Stadium,Norway, 12:30,1994,493,0,0
Detroit,Sweden,USA,28-06-1994,,Sweden,Group B,Pontiac Silverdome,Brazil, 16:00,1994,494,1,1
Detroit,Brazil,USA,28-06-1994,,Brazil,Group B,Pontiac Silverdome,Sweden, 16:00,1994,494,1,1
Washington Dc,Mexico,USA,28-06-1994,,Mexico,Group E,RFK Stadium,Italy, 12:30,1994,495,1,1
Washington Dc,Italy,USA,28-06-1994,,Italy,Group E,RFK Stadium,Mexico, 12:30,1994,495,1,1
San Francisco,Russia,USA,28-06-1994,,Cameroon,Group B,Stanford Stadium,Russia, 16:00,1994,496,1,6
San Francisco,Russia,USA,28-06-1994,,Russia,Group B,Stanford Stadium,Cameroon, 16:00,1994,496,6,1
Orlando,Netherlands,USA,29-06-1994,,Netherlands,Group F,Citrus Bowl,Morocco, 12:30,1994,497,2,1
Orlando,Netherlands,USA,29-06-1994,,Morocco,Group F,Citrus Bowl,Netherlands, 12:30,1994,497,1,2
Washington Dc,Saudi Arabia,USA,29-06-1994,,Saudi Arabia,Group F,RFK Stadium,Belgium, 12:30,1994,498,1,0
Washington Dc,Saudi Arabia,USA,29-06-1994,,Belgium,Group F,RFK Stadium,Saudi Arabia, 12:30,1994,498,0,1
Boston,Nigeria,USA,30-06-1994,,Nigeria,Group D,Foxboro Stadium,Greece, 19:30,1994,499,2,0
Boston,Nigeria,USA,30-06-1994,,Greece,Group D,Foxboro Stadium,Nigeria, 19:30,1994,499,0,2
Dallas,Bulgaria,USA,30-06-1994,,Bulgaria,Group D,Cotton Bowl,Argentina, 19:30,1994,500,2,0
Dallas,Bulgaria,USA,30-06-1994,,Argentina,Group D,Cotton Bowl,Bulgaria, 19:30,1994,500,0,2
Fortaleza,Mexico,Brazil,17-06-2014,,Mexico,Group A,Estadio Castelao,Brazil, 16:00,2014,788,0,0
Fortaleza,Brazil,Brazil,17-06-2014,,Brazil,Group A,Estadio Castelao,Mexico, 16:00,2014,788,0,0
Natal,Japan,Brazil,19-06-2014,,Japan,Group C,Estadio das Dunas,Greece, 19:00,2014,795,0,0
Natal,Greece,Brazil,19-06-2014,,Greece,Group C,Estadio das Dunas,Japan, 19:00,2014,795,0,0
Belo Horizonte,England,Brazil,24-06-2014,,England,Group D,Estadio Mineirao,Costa Rica, 13:00,2014,810,0,0
Belo Horizonte,Costa Rica,Brazil,24-06-2014,,Costa Rica,Group D,Estadio Mineirao,England, 13:00,2014,810,0,0
Rio De Janeiro,France,Brazil,25-06-2014,,France,Group E,Estadio do Maracana,Ecuador, 17:00,2014,816,0,0
Rio De Janeiro,Ecuador,Brazil,25-06-2014,,Ecuador,Group E,Estadio do Maracana,France, 17:00,2014,816,0,0
Curitiba,Nigeria,Brazil,16-06-2014,,Nigeria,Group F,Arena da Baixada,IR Iran, 16:00,2014,785,0,0
Curitiba,IR Iran,Brazil,16-06-2014,,IR Iran,Group F,Arena da Baixada,Nigeria, 16:00,2014,785,0,0
Salvador,Netherlands,Brazil,05-07-2014,Netherlands win on penalties (4 - 3),Netherlands,Quarter-finals,Arena Fonte Nova,Costa Rica, 17:00,2014,831,0,0
Salvador,Netherlands,Brazil,05-07-2014,Netherlands win on penalties (4 - 3),Netherlands,Quarter-finals,Arena Fonte Nova,Costa Rica, 17:00,2014,848,0,0
Salvador,Costa Rica,Brazil,05-07-2014,Netherlands win on penalties (4 - 3),Costa Rica,Quarter-finals,Arena Fonte Nova,Netherlands, 17:00,2014,831,0,0
Salvador,Costa Rica,Brazil,05-07-2014,Netherlands win on penalties (4 - 3),Costa Rica,Quarter-finals,Arena Fonte Nova,Netherlands, 17:00,2014,848,0,0
Sao Paulo,Netherlands,Brazil,09-07-2014,Argentina win on penalties (2 - 4),Netherlands,Semi-finals,Arena de Sao Paulo,Argentina, 17:00,2014,830,0,0
Sao Paulo,Netherlands,Brazil,09-07-2014,Argentina win on penalties (2 - 4),Netherlands,Semi-finals,Arena de Sao Paulo,Argentina, 17:00,2014,850,0,0
Sao Paulo,Argentina,Brazil,09-07-2014,Argentina win on penalties (2 - 4),Argentina,Semi-finals,Arena de Sao Paulo,Netherlands, 17:00,2014,830,0,0
Sao Paulo,Argentina,Brazil,09-07-2014,Argentina win on penalties (2 - 4),Argentina,Semi-finals,Arena de Sao Paulo,Netherlands, 17:00,2014,850,0,0
Montpellier,Paraguay,France,12-06-1998,,Paraguay,Group D,La Mosson,Bulgaria, 14:30,1998,521,0,0
Montpellier,Bulgaria,France,12-06-1998,,Bulgaria,Group D,La Mosson,Paraguay, 14:30,1998,521,0,0
Saint-Etienne,Spain,France,19-06-1998,,Spain,Group D,Stade Geoffroy Guichard,Paraguay, 21:00,1998,540,0,0
Saint-Etienne,Paraguay,France,19-06-1998,,Paraguay,Group D,Stade Geoffroy Guichard,Spain, 21:00,1998,540,0,0
Saint-Denis,Netherlands,France,13-06-1998,,Netherlands,Group E,Stade de France,Belgium, 21:00,1998,526,0,0
Saint-Denis,Belgium,France,13-06-1998,,Belgium,Group E,Stade de France,Netherlands, 21:00,1998,526,0,0
Saint-Denis,Italy,France,03-07-1998,France win on penalties (3 - 4),Italy,Quarter-finals,Stade de France,France, 16:30,1998,573,0,0
Saint-Denis,France,France,03-07-1998,France win on penalties (3 - 4),France,Quarter-finals,Stade de France,Italy, 16:30,1998,573,0,0
Dortmund,Trinidad and Tobago,Germany,10-06-2006,,Trinidad and Tobago,Group B,"FIFA World Cup Stadium, Dortmund",Sweden, 18:00,2006,648,0,0
Dortmund,Sweden,Germany,10-06-2006,,Sweden,Group B,"FIFA World Cup Stadium, Dortmund",Trinidad and Tobago, 18:00,2006,648,0,0
Frankfurt/Main,Netherlands,Germany,21-06-2006,,Netherlands,Group C,"FIFA World Cup Stadium, Frankfurt",Argentina, 21:00,2006,683,0,0
Frankfurt/Main,Argentina,Germany,21-06-2006,,Argentina,Group C,"FIFA World Cup Stadium, Frankfurt",Netherlands, 21:00,2006,683,0,0
Hanover,Mexico,Germany,16-06-2006,,Mexico,Group D,"FIFA World Cup Stadium, Hanover",Angola, 21:00,2006,667,0,0
Hanover,Angola,Germany,16-06-2006,,Angola,Group D,"FIFA World Cup Stadium, Hanover",Mexico, 21:00,2006,667,0,0
Nuremberg,Japan,Germany,18-06-2006,,Japan,Group F,Franken-Stadion,Croatia, 15:00,2006,671,0,0
Nuremberg,Croatia,Germany,18-06-2006,,Croatia,Group F,Franken-Stadion,Japan, 15:00,2006,671,0,0
Stuttgart,Switzerland,Germany,13-06-2006,,Switzerland,Group G,Gottlieb-Daimler-Stadion,France, 18:00,2006,657,0,0
Stuttgart,France,Germany,13-06-2006,,France,Group G,Gottlieb-Daimler-Stadion,Switzerland, 18:00,2006,657,0,0
Gelsenkirchen,Portugal,Germany,01-07-2006,Portugal win on penalties (1 - 3),Portugal,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",England, 17:00,2006,703,0,0
Gelsenkirchen,England,Germany,01-07-2006,Portugal win on penalties (1 - 3),England,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Portugal, 17:00,2006,703,0,0
Cologne,Ukraine,Germany,26-06-2006,Ukraine win on penalties (0 - 3),Ukraine,Round of 16,"FIFA World Cup Stadium, Cologne",Switzerland, 21:00,2006,698,0,0
Cologne,Switzerland,Germany,26-06-2006,Ukraine win on penalties (0 - 3),Switzerland,Round of 16,"FIFA World Cup Stadium, Cologne",Ukraine, 21:00,2006,698,0,0
Busan,Uruguay,Korea/Japan,06-06-2002,,Uruguay,Group A,Busan Asiad Main Stadium,France, 20:30,2002,600,0,0
Busan,France,Korea/Japan,06-06-2002,,France,Group A,Busan Asiad Main Stadium,Uruguay, 20:30,2002,600,0,0
Osaka,Nigeria,Korea/Japan,12-06-2002,,Nigeria,Group F,Osaka Nagai Stadium,England, 15:30,2002,618,0,0
Osaka,England,Korea/Japan,12-06-2002,,England,Group F,Osaka Nagai Stadium,Nigeria, 15:30,2002,618,0,0
Gwangju,Spain,Korea/Japan,22-06-2002,Korea Republic win on penalties (3 - 5),Spain,Quarter-finals,Gwangju World Cup Stadium,Korea Republic, 15:30,2002,640,0,0
Gwangju,Korea Republic,Korea/Japan,22-06-2002,Korea Republic win on penalties (3 - 5),Korea Republic,Quarter-finals,Gwangju World Cup Stadium,Spain, 15:30,2002,640,0,0
Cape Town,Uruguay,South Africa,11-06-2010,,Uruguay,Group A,Cape Town Stadium,France, 20:30,2010,710,0,0
Cape Town,France,South Africa,11-06-2010,,France,Group A,Cape Town Stadium,Uruguay, 20:30,2010,710,0,0
Cape Town,England,South Africa,18-06-2010,,England,Group C,Cape Town Stadium,Algeria, 20:30,2010,731,0,0
Cape Town,Algeria,South Africa,18-06-2010,,Algeria,Group C,Cape Town Stadium,England, 20:30,2010,731,0,0
Polokwane,Paraguay,South Africa,24-06-2010,,Paraguay,Group F,Peter Mokaba Stadium,New Zealand, 16:00,2010,750,0,0
Polokwane,New Zealand,South Africa,24-06-2010,,New Zealand,Group F,Peter Mokaba Stadium,Paraguay, 16:00,2010,750,0,0
Durban,Portugal,South Africa,25-06-2010,,Portugal,Group G,Durban Stadium,Brazil, 16:00,2010,753,0,0
Nelson Mandela Bay/Port Elizabeth,Portugal,South Africa,15-06-2010,,Portugal,Group G,Port Elizabeth Stadium,Cï¿½te d'Ivoire, 16:00,2010,721,0,0
Durban,Brazil,South Africa,25-06-2010,,Brazil,Group G,Durban Stadium,Portugal, 16:00,2010,753,0,0
Nelson Mandela Bay/Port Elizabeth,Cï¿½te d'Ivoire,South Africa,15-06-2010,,Cï¿½te d'Ivoire,Group G,Port Elizabeth Stadium,Portugal, 16:00,2010,721,0,0
Mangaung/Bloemfontein,Switzerland,South Africa,25-06-2010,,Switzerland,Group H,Free State Stadium,Honduras, 20:30,2010,756,0,0
Mangaung/Bloemfontein,Honduras,South Africa,25-06-2010,,Honduras,Group H,Free State Stadium,Switzerland, 20:30,2010,756,0,0
Tshwane/Pretoria,Paraguay,South Africa,29-06-2010,Paraguay win on penalties (5 - 3),Paraguay,Round of 16,Loftus Versfeld Stadium,Japan, 16:00,2010,763,0,0
Tshwane/Pretoria,Japan,South Africa,29-06-2010,Paraguay win on penalties (5 - 3),Japan,Round of 16,Loftus Versfeld Stadium,Paraguay, 16:00,2010,763,0,0
Los Angeles,Italy,USA,17-07-1994,Brazil win on penalties (3 - 2),Italy,Final,Rose Bowl,Brazil, 12:30,1994,516,0,0
Los Angeles,Brazil,USA,17-07-1994,Brazil win on penalties (3 - 2),Brazil,Final,Rose Bowl,Italy, 12:30,1994,516,0,0
Rio De Janeiro,Germany,Brazil,13-07-2014,Germany win after extra time,Germany,Final,Estadio do Maracana,Argentina, 16:00,2014,829,1,0
Rio De Janeiro,Germany,Brazil,13-07-2014,Germany win after extra time,Germany,Final,Estadio do Maracana,Argentina, 16:00,2014,852,1,0
Natal,Mexico,Brazil,13-06-2014,,Mexico,Group A,Estadio das Dunas,Cameroon, 13:00,2014,774,1,0
Recife,Costa Rica,Brazil,20-06-2014,,Costa Rica,Group D,Arena Pernambuco,Italy, 13:00,2014,796,1,0
Natal,Uruguay,Brazil,24-06-2014,,Uruguay,Group D,Estadio das Dunas,Italy, 13:00,2014,809,1,0
Belo Horizonte,Argentina,Brazil,21-06-2014,,Argentina,Group F,Estadio Mineirao,IR Iran, 13:00,2014,799,1,0
Cuiaba,Nigeria,Brazil,21-06-2014,,Nigeria,Group F,Arena Pantanal,Bosnia and Herzegovina, 18:00,2014,801,1,0
Recife,Germany,Brazil,26-06-2014,,Germany,Group G,Arena Pernambuco,USA, 13:00,2014,817,1,0
Rio De Janeiro,Belgium,Brazil,22-06-2014,,Belgium,Group H,Estadio do Maracana,Russia, 13:00,2014,802,1,0
Sao Paulo,Belgium,Brazil,26-06-2014,,Belgium,Group H,Arena de Sao Paulo,Korea Republic, 17:00,2014,819,1,0
Brasilia,Argentina,Brazil,05-07-2014,,Argentina,Quarter-finals,Estadio Nacional,Belgium, 13:00,2014,832,1,0
Brasilia,Argentina,Brazil,05-07-2014,,Argentina,Quarter-finals,Estadio Nacional,Belgium, 13:00,2014,847,1,0
Rio De Janeiro,Germany,Brazil,04-07-2014,,Germany,Quarter-finals,Estadio do Maracana,France, 13:00,2014,826,1,0
Rio De Janeiro,Germany,Brazil,04-07-2014,,Germany,Quarter-finals,Estadio do Maracana,France, 13:00,2014,845,1,0
Sao Paulo,Argentina,Brazil,01-07-2014,Argentina win after extra time,Argentina,Round of 16,Arena de Sao Paulo,Switzerland, 13:00,2014,835,1,0
Sao Paulo,Argentina,Brazil,01-07-2014,Argentina win after extra time,Argentina,Round of 16,Arena de Sao Paulo,Switzerland, 13:00,2014,843,1,0
Lens,Denmark,France,12-06-1998,,Denmark,Group C,Stade Felix Bollaert,Saudi Arabia, 17:30,1998,522,1,0
Paris,Nigeria,France,19-06-1998,,Nigeria,Group D,Parc des Princes,Bulgaria, 17:30,1998,539,1,0
Saint-Etienne,Yugoslavia,France,14-06-1998,,Yugoslavia,Group F,Stade Geoffroy Guichard,Iran, 17:30,1998,528,1,0
Nantes,Yugoslavia,France,25-06-1998,,Yugoslavia,Group F,La Beaujoire,USA, 21:00,1998,560,1,0
Lyon,Romania,France,15-06-1998,,Romania,Group G,Stade de Gerland,Colombia, 17:30,1998,531,1,0
Montpellier,Colombia,France,22-06-1998,,Colombia,Group G,La Mosson,Tunisia, 17:30,1998,547,1,0
Toulouse,Argentina,France,14-06-1998,,Argentina,Group H,Stade Municipal,Japan, 14:30,1998,527,1,0
Nantes,Croatia,France,20-06-1998,,Croatia,Group H,La Beaujoire,Japan, 14:30,1998,541,1,0
Bordeaux,Argentina,France,26-06-1998,,Argentina,Group H,Stade du Parc Lescure,Croatia, 16:00,1998,562,1,0
Marseilles,Italy,France,27-06-1998,,Italy,Round of 16,Stade Vï¿½lodrome,Norway, 16:30,1998,565,1,0
Bordeaux,Croatia,France,30-06-1998,,Croatia,Round of 16,Stade du Parc Lescure,Romania, 16:30,1998,571,1,0
Lens,France,France,28-06-1998,France win after extra time,France,Round of 16,Stade Felix Bollaert,Paraguay, 16:30,1998,567,1,0
